Model,Crema-D,DementiaBank,Savee,Voxforge,Speech_commands,mask_challenge,ESC-50_HS,Voxceleb,Crema-D_N,DementiaBank_N,Savee_N,Voxforge_N,Speech_commands_N,mask_challenge_N,ESC-50_HS_N,Voxceleb_N,ModelPath,PerfLab_SessionID,MV3Size,Avg_Pool,Alpha,Compression,Quantized-Aware_Trained,Size(MB),Pixel4 CPU Latency(ms),Pixel4 GPU Latency(ms),Pixel1 CPU Latency(ms),Pixel1 GPU Latency(ms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 83,0.6632,0.6863,0.7,0.7457,0.6961,0.6166,0.803,0.3738,0.425159326,0.036007846,0.696520075,0.437880904,0.889844203,0.105506518,0.620167588,0.73058374,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_83.tflite,3326,small,TRUE,1.5,FALSE,TRUE,6.636199951,3.03781459,7.041626761,5.627747191,26.53018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 84,0.7089,0.6765,0.675,0.7693,0.7973,0.6573,0.8636,0.4454,0.610261525,-0.003685842,0.595260667,0.533469785,1.299742289,0.270356835,0.865620394,1.020590687,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_84.tflite,3280,small,TRUE,2,FALSE,FALSE,38.52463913,9.473518868,9.80722549,8.544615385,30.43528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 85,0.6433,0.6863,0.6667,0.7418,0.6744,0.6261,0.7879,0.3189,0.344556836,0.036007846,0.561642543,0.422084436,0.801951036,0.143985093,0.559006905,0.508218079,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_85.tflite,3312,small,TRUE,2,FALSE,TRUE,10.12336731,3.046018293,9.957306931,10.40908333,30.7879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 86,0.6703,0.6863,0.7167,0.7919,0.7585,0.6274,0.7121,0.3814,0.453916998,0.036007846,0.76416136,0.625008291,1.142587687,0.149250582,0.251988378,0.7613666,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_86.tflite,3327,large,FALSE,0.5,FALSE,FALSE,65.42389679,5.107382653,8.406731092,11.853,47.8124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 87,0.6967,0.6863,0.5083,0.7523,0.6184,0.627,0.6818,0.4088,0.560846933,0.036007846,-0.07993707,0.464613388,0.575129961,0.147630432,0.129261975,0.872346912,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_87.tflite,3281,tiny,FALSE,1,FALSE,FALSE,27.46472549,4.012795181,4.269598291,3.880490272,31.75432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 88,0.6819,0.6863,0.6083,0.7778,0.7738,0.6431,0.8485,0.4001,0.500901363,0.036007846,0.325100564,0.567897984,1.204558445,0.212841491,0.804459712,0.837108638,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_88.tflite,3313,large,FALSE,0.5,FALSE,TRUE,16.65237427,3.103409938,8.102225806,5.310781915,46.97354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 89,0.6889,0.6863,0.675,0.7832,0.7959,0.6373,0.803,0.4265,0.529253998,0.036007846,0.595260667,0.589770017,1.294071762,0.189349308,0.620167588,0.944038574,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_89.tflite,3234,large,FALSE,0.75,FALSE,FALSE,70.38487625,5.836918605,9.424962617,10.33234021,55.33212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 90,0.687,0.6765,0.7083,0.7713,0.7753,0.6338,0.8182,0.4213,0.521558283,-0.003685842,0.730138199,0.541570538,1.210634009,0.175172991,0.681733308,0.922976617,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_90.tflite,3328,large,FALSE,0.75,FALSE,TRUE,17.98356628,3.32734,9.399046729,9.613807692,55.44714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 91,0.6915,0.6765,0.6833,0.7924,0.7513,0.6478,0.7879,0.4078,0.539784976,-0.003685842,0.62887879,0.627033479,1.113424977,0.23187826,0.559006905,0.868296536,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_91.tflite,3282,large,FALSE,1,FALSE,FALSE,76.05693817,12.44544444,10.17572727,18.54088889,49.76756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 92,0.6729,0.6667,0.6833,0.7699,0.783,0.6384,0.803,0.443,0.464447976,-0.043379531,0.62887879,0.535900011,1.241821907,0.193804722,0.620167588,1.010869783,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_92.tflite,32187,large,FALSE,1,FALSE,TRUE,19.48475647,3.893182879,10.07114,9.952742574,50.59476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 93,0.6992,0.6765,0.675,0.8002,0.8067,0.6539,0.803,0.4498,0.570972874,-0.003685842,0.595260667,0.658626414,1.337815827,0.256585555,0.620167588,1.038412342,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_93.tflite,32204,large,FALSE,1.25,FALSE,FALSE,100.4003067,9.092990909,12.5278125,16.88001667,48.68896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 94,0.4685,0.6765,0.45,0.5282,0.1589,0.5449,0.3182,0.0052,-0.363448949,-0.003685842,-0.316074011,-0.443075952,-1.28601797,-0.184905466,-1.343454864,-0.762384981,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_94.tflite,3314,large,FALSE,1.25,FALSE,TRUE,25.67965698,6.8,12.3,16.2748871,45.80288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 95,0.6999,0.6765,0.6667,0.7976,0.8104,0.6526,0.8485,0.4289,0.573808138,-0.003685842,0.561642543,0.648095436,1.352802219,0.251320066,0.804459712,0.953759477,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_95.tflite,3329,large,FALSE,1.5,FALSE,FALSE,125.8866386,20.48774,14.18864789,21.75596,49.69224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 96,0.6247,0.6765,0.5,0.7085,0.6362,0.6102,0.7273,0.2816,0.269219836,-0.003685842,-0.113555194,0.287206904,0.64722666,0.079584109,0.313554099,0.357139041,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_96.tflite,3283,large,FALSE,1.5,FALSE,TRUE,32.14964294,8.61462069,14.49150725,21.12538,50.55298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 97,0.2847,0.6765,0.275,0.538,0.1145,0.5055,0.3485,0.0015,-1.107908121,-0.003685842,-1.024889872,-0.403382263,-1.46585468,-0.344490294,-1.220728461,-0.777371373,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_97.tflite,3315,tiny,FALSE,1,FALSE,TRUE,7.066238403,1.213218978,4.350708696,3.72055597,34.50468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 98,0.4396,0.6765,0.525,0.5456,0.3207,0.5308,0.6212,0.003,-0.480504825,-0.003685842,-0.012295785,-0.372599403,-0.630667077,-0.242015773,-0.116190832,-0.771295809,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_98.tflite,3330,large,FALSE,2,FALSE,TRUE,46.6631012,9.910267327,21.5294,31.48996,81.41296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 99,0.5546,0.6765,0.3667,0.5499,0.282,0.5816,0.5909,0.001,-0.014711546,-0.003685842,-0.653470361,-0.355182785,-0.787416642,-0.036256655,-0.238917235,-0.779396561,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_99.tflite,3284,large,TRUE,0.5,FALSE,FALSE,15.42382813,1.771746004,5.262068421,6.595039474,17.86416071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 100,0.6722,0.6765,0.7083,0.7317,0.7155,0.6361,0.7576,0.4,0.461612713,-0.003685842,0.730138199,0.381175635,0.968421504,0.184488856,0.436280502,0.8367036,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_100.tflite,3316,large,TRUE,0.5,FALSE,TRUE,4.152297974,1.425831187,5.176041451,5.447032609,17.85610526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 101,0.5161,0.6373,0.45,0.5771,0.2859,0.5449,0.4242,0.001,-0.170651035,-0.162460595,-0.316074011,-0.245012548,-0.771620174,-0.184905466,-0.914114972,-0.779396561,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_101.tflite,3331,large,TRUE,0.75,FALSE,FALSE,20.38556671,5.923710059,5.992712575,10.06823,22.93838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 102,0.6485,0.6667,0.575,0.7406,0.7417,0.6339,0.8182,0.3958,0.365618793,-0.043379531,0.190223032,0.417223984,1.074541364,0.175578028,0.681733308,0.81969202,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_102.tflite,3235,large,TRUE,0.75,FALSE,TRUE,5.484176636,3.568442857,5.742781609,6.718912752,22.31512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 103,0.7114,0.6765,0.675,0.7607,0.7867,0.6612,0.8636,0.437,0.620387465,-0.003685842,0.595260667,0.498636549,1.2568083,0.286153303,0.865620394,0.986567525,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_103.tflite,3285,large,TRUE,1,FALSE,FALSE,26.05763245,3.262179739,6.506980519,7.335481752,18.35267273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 104,0.6748,0.6765,0.7083,0.7417,0.7589,0.6481,0.8333,0.4228,0.472143691,-0.003685842,0.730138199,0.421679398,1.144207837,0.233093372,0.742893991,0.929052181,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_104.tflite,3317,large,TRUE,1,FALSE,TRUE,6.98538208,4.323443966,7.363889706,8.373716667,22.7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 105,0.6812,0.6765,0.7667,0.7697,0.7235,0.6255,0.7727,0.3633,0.4980661,-0.003685842,0.966680177,0.535089936,1.000824515,0.141554867,0.497441185,0.688054789,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_105.tflite,3332,large,TRUE,1.25,FALSE,FALSE,37.90098572,4.838879227,9.137272727,11.08007692,26.4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 106,0.2024,0.6765,0.225,0.5427,0.0928,0.5062,0.2879,0.0009,-1.441254094,-0.003685842,-1.227408689,-0.384345495,-1.553747847,-0.341655031,-1.466181268,-0.779801599,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_106.tflite,32188,large,TRUE,1.25,FALSE,TRUE,10.05526733,5.878005882,7.97302381,12.26729268,25.85716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 107,0.714,0.6765,0.6667,0.7839,0.7916,0.6645,0.8485,0.4709,0.630918444,-0.003685842,0.561642543,0.59260528,1.276655144,0.299519545,0.804459712,1.123875283,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_107.tflite,3286,large,TRUE,1.5,FALSE,FALSE,50.88731766,14.67742029,11.51136782,25.62662,32.88328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 108,0.6934,0.6863,0.65,0.7755,0.7902,0.6478,0.8333,0.4394,0.547480691,0.036007846,0.494001258,0.558582119,1.270984617,0.23187826,0.742893991,0.996288428,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_108.tflite,3318,tiny,FALSE,1.25,FALSE,FALSE,35.35094452,2.97377381,5.809593023,7.569712121,35.82174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 109,0.6851,0.6765,0.625,0.7709,0.7759,0.6478,0.8485,0.4547,0.513862568,-0.003685842,0.392741849,0.539950388,1.213064235,0.23187826,0.804459712,1.058259187,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_109.tflite,3333,large,TRUE,1.5,FALSE,TRUE,13.4002533,5.01632,11.45635227,19.26211538,30.95588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 110,0.5649,0.6667,0.5583,0.5777,0.3796,0.5628,0.6212,0.0009,0.027007331,-0.043379531,0.122581747,-0.242582322,-0.392099911,-0.11240373,-0.116190832,-0.779801599,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_110.tflite,3340,large,TRUE,2,FALSE,FALSE,83.14914322,10.05321,16.65167213,24.28542,35.57702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 111,0.6857,0.6765,0.6417,0.7669,0.7824,0.6717,0.803,0.4577,0.516292793,-0.003685842,0.460383134,0.523748882,1.239391681,0.328682254,0.620167588,1.070410316,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_111.tflite,32205,large,TRUE,2,FALSE,TRUE,21.66372681,7.968960317,16.94230508,28.72544,38.91198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 112,0.6317,0.6765,0.5833,0.622,0.5634,0.6171,0.7424,0.2619,0.297572471,-0.003685842,0.223841156,-0.06315065,0.352359262,0.107531706,0.374714781,0.277346627,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_112.tflite,3236,tiny,FALSE,0.5,TRUE,FALSE,3.294036865,1.03830385,3.708837037,0.992991992,8.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 113,0.4293,0.6863,0.4333,0.5285,0.2411,0.2411,0.4545,0.0007,-0.522223702,0.036007846,-0.383715296,-0.441860839,-0.953077035,-1.4154098,-0.791388569,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_113.tflite,3350,tiny,FALSE,0.5,TRUE,TRUE,0.961837769,0.801449799,3.732462687,1.253276515,12.33725926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 114,0.5495,0.6765,0.4417,0.556,-1,0.6007,0.6212,0.0007,-0.035368465,-0.003685842,-0.349692135,-0.330475489,-1.929622771,0.041105534,-0.116190832,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_114.tflite,3334,tiny,FALSE,0.75,TRUE,FALSE,4.312580109,0.633926845,3.82851341,1.437283237,9.77184466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 115,0.4332,0.6863,0.4,0.5285,0.199,0.5449,0.4545,0.0007,-0.506427234,0.036007846,-0.518592829,-0.441860839,-1.123597879,-0.184905466,-0.791388569,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_115.tflite,3341,tiny,FALSE,0.75,TRUE,TRUE,1.244598389,1.072324382,3.921435294,2.963315476,10.25767347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 116,0.6163,0.6765,0.4833,0.6385,0.5356,0.5936,0.7727,0.282,0.235196675,-0.003685842,-0.181196479,0.003680559,0.239758799,0.012347862,0.497441185,0.358759192,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_116.tflite,3351,tiny,FALSE,1,TRUE,FALSE,5.440525055,1.786017889,3.865949807,1.751836268,10.30157732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 117,0.4357,0.6863,0.4667,0.5285,0.2378,0.5449,0.4848,0.0007,-0.496301293,0.036007846,-0.248432726,-0.441860839,-0.966443277,-0.184905466,-0.668662165,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_117.tflite,3335,tiny,FALSE,1,TRUE,TRUE,1.552978516,0.686850448,3.854653846,2.301401848,11.21437079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 118,0.6279,0.6765,0.625,0.6564,0.5192,0.613,0.7576,0.309,0.282181041,-0.003685842,0.392741849,0.076182296,0.173332627,0.090925163,0.436280502,0.468119353,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_118.tflite,32189,tiny,FALSE,1.25,TRUE,FALSE,7.619029999,2.490052369,4.442035556,4.635625,11.71053488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 119,0.5,0.6765,0.3417,0.5592,0.2507,0.5429,0.3636,0.0225,-0.235862094,-0.003685842,-0.754729769,-0.317514285,-0.914193422,-0.193006219,-1.159567778,-0.69231347,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_119.tflite,3342,tiny,FALSE,1.25,FALSE,TRUE,9.077316284,1.621492683,5.532635359,4.786851675,39.92822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 120,0.401,0.6765,0.3667,0.5324,0.1779,0.5449,0.3939,0.0007,-0.636849352,-0.003685842,-0.653470361,-0.426064371,-1.20906082,-0.184905466,-1.036841375,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_120.tflite,32206,tiny,FALSE,1.25,TRUE,TRUE,2.133560181,1.584861905,4.427168142,4.471421525,9.696134615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 121,0.6163,0.6765,0.525,0.6594,0.5376,0.6181,0.7879,0.2945,0.235196675,-0.003685842,-0.012295785,0.088333425,0.247859552,0.111582082,0.559006905,0.409388896,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_121.tflite,3352,tiny,FALSE,1.5,TRUE,FALSE,10.29571152,1.513132018,5.845900585,3.307493377,10.67554255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 122,0.4312,0.6863,0.4167,0.5307,0.2346,0.5449,0.5,0.0007,-0.514527987,0.036007846,-0.450951544,-0.432950011,-0.979404481,-0.184905466,-0.607096445,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_122.tflite,3336,tiny,FALSE,1.5,TRUE,TRUE,2.841766357,1.297772432,5.877452941,5.52880663,14.53023188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 123,0.5945,0.6765,0.55,0.6031,0.537,0.613,0.7121,0.2844,0.146898471,-0.003685842,0.088963623,-0.139702763,0.245429326,0.090925163,0.251988378,0.368480095,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_123.tflite,3343,tiny,FALSE,2,TRUE,FALSE,16.41201401,2.225376392,7.035328671,5.055217172,21.43554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 124,0.4344,0.6765,0.4,0.5344,0.2239,0.5449,0.5,0.0007,-0.501566782,-0.003685842,-0.518592829,-0.417963618,-1.022743508,-0.184905466,-0.607096445,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_124.tflite,3353,tiny,FALSE,2,TRUE,TRUE,4.43409729,1.937116505,6.849684932,6.011646707,18.79755556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 125,0.608,0.6765,0.5917,0.6799,0.5775,0.616,0.7879,0.2915,0.201578551,-0.003685842,0.257864317,0.17136614,0.409469568,0.103076292,0.559006905,0.397237767,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_125.tflite,3337,tiny,TRUE,0.5,TRUE,FALSE,2.317394257,0.366119838,3.646576642,0.900995455,7.377757353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model 126,0.4242,0.6863,0.3917,0.5285,0.1969,0.5449,0.5758,0.0007,-0.542880621,0.036007846,-0.552210952,-0.441860839,-1.132103669,-0.184905466,-0.300077918,-0.780611674,/cns/lu-d/home/srjoglekar/noss/distilled_tflite/model_126.tflite,3237,tiny,TRUE,0.5,TRUE,TRUE,0.717605591,0.836621123,4.091983673,1.229510533,7.7258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
